SpecimenID,ShouldProcessFurther,ImageID,ImageUrl,ImageS3Key,Species,Sex,AbdomenStatus,CapturedAt,ImageSubmittedAt,ImageUpdatedAt,SessionID,SessionFrontendID,SessionCollectorTitle,SessionCollectorName,SessionCollectionDate,SessionCollectionMethod,SessionSpecimenCondition,SessionNotes,SessionCreatedAt,SessionCompletedAt,SessionSubmittedAt,SessionUpdatedAt,SessionLatitude,SessionLongitude,SessionType,SessionCollectorLastTrainedOn,SessionHardwareID,SiteID,SiteDistrict,SiteSubCounty,SiteParish,SiteVillageName,SiteHouseNumber,SiteIsActive,SiteHealthCenter,ProgramID,ProgramName,ProgramCountry,DeviceID,DeviceModel,DeviceRegisteredAt,CaptureYear,CaptureMonth,CaptureYearMonth,CaptureQuarter,SpeciesGroup,IsFed,IsUnfed,DataQualityFlag
AAH933,False,7625,https://api.vectorcam.org/specimens/5014/images/7625,0ce5dad321ec242cff5837ff4f3a34ed,Non-Mosquito,Unknown,Unknown,2025-12-04 09:44:09+00:00,2025-12-04 09:44:19+00:00,2025-12-04 09:44:41+00:00,418,40c52550-086e-4625-93c6-971dacb930aa,Village Health Team (VHT),Kasule Mawa Yahaya,2025-12-04 09:38:29+00:00,Pyrethrum Spray Catch (PSC),Fresh,"Reimaged with new device
",2025-12-04 09:38:29+00:00,2025-12-04 09:44:14+00:00,2025-12-04 09:44:18+00:00,2025-12-04 09:44:18+00:00,3.44723,31.0159,SURVEILLANCE,2025-12-01T04:52:39.000Z,UG-MEL-005,34,Koboko,Abuku,Metino,Yukulia,KAMY003,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Non-mosquito,False,False,OK
AAH932,False,7624,https://api.vectorcam.org/specimens/5013/images/7624,eb3e07884485cfe5a6c9eca391bb16ba,Mansonia,Female,Unfed,2025-12-04 09:37:40+00:00,2025-12-04 09:38:27+00:00,2025-12-04 09:38:46+00:00,417,11ac95e0-8135-495b-aabd-847782caf861,Village Health Team (VHT),Kasule Mawa Yahaya,2025-11-30 21:00:00+00:00,Pyrethrum Spray Catch (PSC),Fresh,"Reimaged with new device
",2025-12-04 09:31:03+00:00,2025-12-04 09:37:57+00:00,2025-12-04 09:38:01+00:00,2025-12-04 09:38:01+00:00,3.44061,31.024,SURVEILLANCE,2025-12-01T04:52:39.000Z,UG-MEL-005,33,Koboko,Abuku,Metino,Yukulia,KAMY002,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Other,False,True,OK
AAH931,False,7623,https://api.vectorcam.org/specimens/5012/images/7623,271683add3059b71a6b72c554ac86ce7,Non-Mosquito,Unknown,Unknown,2025-12-04 09:36:17+00:00,2025-12-04 09:38:26+00:00,2025-12-04 09:38:37+00:00,417,11ac95e0-8135-495b-aabd-847782caf861,Village Health Team (VHT),Kasule Mawa Yahaya,2025-11-30 21:00:00+00:00,Pyrethrum Spray Catch (PSC),Fresh,"Reimaged with new device
",2025-12-04 09:31:03+00:00,2025-12-04 09:37:57+00:00,2025-12-04 09:38:01+00:00,2025-12-04 09:38:01+00:00,3.44061,31.024,SURVEILLANCE,2025-12-01T04:52:39.000Z,UG-MEL-005,33,Koboko,Abuku,Metino,Yukulia,KAMY002,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Non-mosquito,False,False,OK
AAH922,False,7621,https://api.vectorcam.org/specimens/5010/images/7621,bade9881119549a82890f4564c1f760a,Culex,Male,Unknown,2025-12-04 07:47:42+00:00,2025-12-04 07:55:05+00:00,2025-12-04 07:55:22+00:00,415,18e9bac8-6436-42f0-820e-0c2eb05308df,Village Health Team (VHT),Onzima Sadadi,2025-12-04 04:49:24+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-04 04:49:24+00:00,2025-12-04 07:48:17+00:00,2025-12-04 07:55:03+00:00,2025-12-04 07:55:03+00:00,3.45012,31.0184,SURVEILLANCE,2025-12-01T04:59:47.000Z,UG-MEL-005,40,Koboko,Abuku,Metino,Yukulia,KAMY009,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Culex (nuisance),False,False,OK
AAH923,False,7622,https://api.vectorcam.org/specimens/5011/images/7622,b7eaf4be8422bafb22698f505deb91d1,Culex,Female,Gravid,2025-12-04 07:48:08+00:00,2025-12-04 07:55:06+00:00,2025-12-04 07:55:32+00:00,415,18e9bac8-6436-42f0-820e-0c2eb05308df,Village Health Team (VHT),Onzima Sadadi,2025-12-04 04:49:24+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-04 04:49:24+00:00,2025-12-04 07:48:17+00:00,2025-12-04 07:55:03+00:00,2025-12-04 07:55:03+00:00,3.45012,31.0184,SURVEILLANCE,2025-12-01T04:59:47.000Z,UG-MEL-005,40,Koboko,Abuku,Metino,Yukulia,KAMY009,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Culex (nuisance),True,False,OK
AAH921,False,7620,https://api.vectorcam.org/specimens/5009/images/7620,28461828653ef447c6d00efd795c617a,Anopheles gambiae,Male,Unknown,2025-12-04 07:46:33+00:00,2025-12-04 07:55:04+00:00,2025-12-04 07:55:14+00:00,415,18e9bac8-6436-42f0-820e-0c2eb05308df,Village Health Team (VHT),Onzima Sadadi,2025-12-04 04:49:24+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-04 04:49:24+00:00,2025-12-04 07:48:17+00:00,2025-12-04 07:55:03+00:00,2025-12-04 07:55:03+00:00,3.45012,31.0184,SURVEILLANCE,2025-12-01T04:59:47.000Z,UG-MEL-005,40,Koboko,Abuku,Metino,Yukulia,KAMY009,True,Gborokolongo Health Centre III,1,National Malaria Elimination Division,Uganda,81,motorola moto g play (2021),2025-12-01T04:58:54.000Z,2025,12,2025-12,4,Anopheles gambiae complex,False,False,OK
AAP026,False,7619,https://api.vectorcam.org/specimens/5008/images/7619,f02176fc4c845ad46394bebe368e907f,Culex,Female,Gravid,2025-12-02 07:29:39+00:00,2025-12-04 05:32:08+00:00,2025-12-04 05:35:19+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Culex (nuisance),True,False,OK
AAP025,False,7618,https://api.vectorcam.org/specimens/5007/images/7618,76a9e53f9400f7df276fdb735357c653,Mansonia,Female,Gravid,2025-12-02 07:27:18+00:00,2025-12-04 05:32:07+00:00,2025-12-04 05:35:11+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Other,True,False,OK
AAP023,False,7616,https://api.vectorcam.org/specimens/5005/images/7616,1480fb46733362c0e11133b653dae7e3,Anopheles gambiae,Female,Fully Fed,2025-12-02 07:26:35+00:00,2025-12-04 05:32:06+00:00,2025-12-04 05:34:57+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,True,False,OK
AAP024,False,7617,https://api.vectorcam.org/specimens/5006/images/7617,0c0ac63b2b2322028d085d78fe94cb38,Culex,Female,Gravid,2025-12-02 07:26:55+00:00,2025-12-04 05:32:07+00:00,2025-12-04 05:35:04+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Culex (nuisance),True,False,OK
AAQ077,False,7612,https://api.vectorcam.org/specimens/5002/images/7612,8210c4285ed49d1d5e7e8e61278202a3,Mansonia,Female,Gravid,2025-12-02 07:25:18+00:00,2025-12-04 05:32:05+00:00,2025-12-04 05:34:44+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Other,True,False,OK
AAQ058,False,7613,https://api.vectorcam.org/specimens/5003/images/7613,958eff54c5e9c6aaf1915e6d1e35ab62,Anopheles gambiae,Female,Gravid,2025-12-02 07:11:38+00:00,2025-12-04 05:32:05+00:00,2025-12-04 05:34:49+00:00,410,cacdf074-2009-4c98-8125-b04b01a50a2a,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:04:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:04:27+00:00,2025-12-02 07:12:07+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.226772,33.4648,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,59,Mayuge,Malongo,Namadhi,Namadhi D,MMLND100,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,True,False,OK
AAQ058,False,7615,https://api.vectorcam.org/specimens/5003/images/7615,3e0cd36fcd9f7e52c2504bd0f2db542a,Anopheles gambiae,Female,Gravid,2025-12-02 07:11:54+00:00,2025-12-04 05:32:06+00:00,2025-12-04 05:34:56+00:00,410,cacdf074-2009-4c98-8125-b04b01a50a2a,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:04:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:04:27+00:00,2025-12-02 07:12:07+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.226772,33.4648,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,59,Mayuge,Malongo,Namadhi,Namadhi D,MMLND100,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,True,False,OK
AAQ078,False,7614,https://api.vectorcam.org/specimens/5004/images/7614,ee97b3d721db7b08c49fea199f894edf,Mansonia,Female,Gravid,2025-12-02 07:25:42+00:00,2025-12-04 05:32:06+00:00,2025-12-04 05:34:51+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Other,True,False,OK
AAO056,False,7609,https://api.vectorcam.org/specimens/4999/images/7609,27b9725f27d62073fe8d90b5dae902d7,Anopheles gambiae,Female,Unfed,2025-12-02 07:10:20+00:00,2025-12-04 05:32:04+00:00,2025-12-04 05:34:33+00:00,410,cacdf074-2009-4c98-8125-b04b01a50a2a,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:04:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:04:27+00:00,2025-12-02 07:12:07+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.226772,33.4648,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,59,Mayuge,Malongo,Namadhi,Namadhi D,MMLND100,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,False,True,OK
AAQ076,False,7610,https://api.vectorcam.org/specimens/5000/images/7610,2cb3fe01c0d52995531f68126a51df26,Culex,Female,Gravid,2025-12-02 07:24:41+00:00,2025-12-04 05:32:04+00:00,2025-12-04 05:34:35+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Culex (nuisance),True,False,OK
AAQ057,False,7611,https://api.vectorcam.org/specimens/5001/images/7611,44ab3e097ad10a23a1a9ebf1c46b3fe9,Anopheles gambiae,Female,Fully Fed,2025-12-02 07:11:05+00:00,2025-12-04 05:32:05+00:00,2025-12-04 05:34:41+00:00,410,cacdf074-2009-4c98-8125-b04b01a50a2a,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:04:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:04:27+00:00,2025-12-02 07:12:07+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.226772,33.4648,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,59,Mayuge,Malongo,Namadhi,Namadhi D,MMLND100,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,True,False,OK
AAQ074,False,7606,https://api.vectorcam.org/specimens/4996/images/7606,8fecf99398e8860b0b89ff54e3d15930,Anopheles gambiae,Female,Gravid,2025-12-02 07:23:22+00:00,2025-12-04 05:32:03+00:00,2025-12-04 05:33:40+00:00,412,5b4b8da6-99e8-42e1-92f9-28079b1595b0,Village Health Team (VHT),BIGUYI ZEKERI,2025-12-02 07:17:27+00:00,Pyrethrum Spray Catch (PSC),Fresh,,2025-12-02 07:17:27+00:00,2025-12-02 07:29:49+00:00,2025-12-04 05:31:59+00:00,2025-12-04 05:31:59+00:00,0.254434,33.4618,SURVEILLANCE,2025-11-28T09:05:32.000Z,UG-MEL--003,61,Mayuge,Malongo,Namadhi,Namadhi D,MMLND107,True,Malongo Health Centre III,1,National Malaria Elimination Division,Uganda,88,motorola moto g play (2021),2025-11-28T08:58:27.000Z,2025,12,2025-12,4,Anopheles gambiae complex,True,False,OK
